sepal length (cm);sepal width (cm);petal length (cm);petal width (cm);setosa_prob
6.799910077222332;4.999910077222332;2.199910077222332;1.1999100772223323
5.100069122001052;2.500069122001053;3.000069122001053;1.100069122001053
6.600077811577815;3.000077811577816;4.400077811577816;1.400077811577816
6.399914324955191;4.89991432495519;2.29991432495519;1.3999143249551902
7.900006891588134;3.8000068915881338;6.400006891588134;2.000006891588134
6.300012056892005;3.300012056892005;4.700012056892005;1.600012056892005
6.900007149947349;3.100007149947349;5.1000071499473485;2.3000071499473487
6.09991432495519;4.79991432495519;2.8999143249551897;1.3999143249551902
5.6999143249551905;4.1999143249551905;2.59991432495519;1.19991432495519
6.900007147354835;3.2000071473548344;5.700007147354834;2.300007147354834
5.600066016712057;2.700066016712057;4.200066016712057;1.300066016712057
6.399914324955191;4.89991432495519;2.69991432495519;1.3999143249551902
7.100006752131125;3.0000067521311253;5.900006752131126;2.1000067521311254
6.400028360776821;3.2000283607768205;4.50002836077682;1.5000283607768203
6.000077675578144;2.9000776755781437;4.500077675578144;1.5000776755781438
5.399914324955191;4.1999143249551905;2.29991432495519;1.19991432495519
5.8000691220010525;2.6000691220010532;4.000069122001053;1.2000691220010529
5.600084350109779;3.0000843501097796;4.50008435010978;1.5000843501097796
6.399914324955191;4.39991432495519;2.4999143249551903;1.3999143249551902
5.99991432495519;4.1999143249551905;2.19991432495519;1.19991432495519
5.500069122001053;2.6000691220010532;4.400069122001053;1.2000691220010529
5.40008435010978;3.0000843501097796;4.50008435010978;1.5000843501097796
6.700006480893576;3.000006480893576;5.000006480893576;1.7000064808935758
5.99991432495519;4.49991432495519;2.29991432495519;1.29991432495519
7.200010394035086;3.200010394035086;6.000010394035086;1.8000103940350858
5.7000776766411905;2.8000776766411906;4.10007767664119;1.3000776766411906
6.49991432495519;5.1999143249551905;2.3999143249551897;1.19991432495519
6.09991432495519;4.79991432495519;2.4999143249551903;1.29991432495519
6.100077811577815;2.800077811577816;4.700077811577816;1.2000778115778161
6.300018371647204;2.500018371647204;5.000018371647204;1.9000183716472039
